words	syl_seq	syls
leotard	1011000	3
anti-english	101001001000	4
admit	10100	2
atlantis	10100100	3
bank	1000	1
championlike	100010101000	4
raring	100100	2
shandygaff	1000101000	3
sikhara	1010010	3
psychopathy	10010001100	4
bugbear	1001000	2
siwash	101000	2
balmlike	10001000	2
marmet	100100	2
substrate	100100000	2
gthite	110000	2
sforza	100010	2
nonassociation	10010101011000	6
bernoulli	100100010	3
workshop	10001000	2
bended	100010	2
municipalizing	10100110010100	6
textuaries	1001010100	4
fractionation	1000100011000	4
quasi-wicked	100100100010	4
fromm	10000	1
inbd	1000	1
educatability	1011001100110	7
overbraking	11001000100	4
unsweltering	101000100100	4
windstorm	100010000	2
cherubically	100101010010	5
impalpability	1010010100110	6
gametocyte	1010101000	4
capsuled	10010000	2
haller	100100	2
decastylos	1001100100	4
unpalatal	101001100	4
levelling	100101000	3
machado	1010010	3
finned	100000	1
metallization	1001010101000	5
sphenographer	1000100101000	4
hiram	10100	2
kautsky	1000100	2
unvibrating	10101000100	4
explication	10100101000	4
macrometeorological	1001010101011001100	9
phototropism	100101000100	4
pasteur	1001000	2
gayety	100110	3
ruche	10000	1
shipper	1000100	2
pyrophotometer	10101001001100	6
goloshes	10100010	3
athabascan	1001100100	4
caramelize	1001100100	4
unsubject	101001000	3
hackingly	100010010	3
incasing	10100100	3
autarkic	10100100	3
inerrancy	101010010	4
oligocene	101101000	4
nondependable	1001010001100	5
tankard	1000100	2
unhypocritical	10100110001100	6
chronicle	100001100	3
hocus-pocused	1010001010000	4
agential	11001000	3
restimulation	1010001101000	5
loiasis	1011100	4
ultravirus	1010010100	4
cornell	1001000	2
post-adamic	10000110010	4
priceless	100001000	2
unawares	10110000	3
cloelia	1000101	3
unimmediate	10101010100	5
mayhem	100100	2
ranges	100000	1
respited	10010010	3
stylopodium	10010101010	5
vindicator	1001010100	4
deserved	10100000	2
habitational	100110100010	5
desiccate	100101000	3
nondemonstrability	100101001000100110	7
appoggiature	101001001010	5
failing	1000100	2
patently	10010010	3
sisters	1001000	2
informed	10100000	2
intoxicating	101001100100	5
dyscrasia	100100101	4
phytogeographical	10010101100001100	7
arthromeric	10100010010	4
dania	10101	3
uncognizable	101001010100	5
poncho	100100	2
estrous	1010000	2
nantes	100000	1
noncompromised	10010010010000	4
nonpolarity	10010100110	5
brevard	1001000	2
accius	101010	3
peritoneums	10011010100	5
vandergrift	10010010000	3
tachi	10100	2
undeluded	101010010	4
deponent	10101000	3
ruttiness	100101000	3
chorusmaster	100100100100	4
bondwoman	100010010	3
sennar	100100	2
ellora	101010	3
non-roman	100010100	3
categorical	10011001100	5
ambo	1010	2
aux	100	1
unsystematic	101001001010	5
backsight	100010000	2
pedlery	1001001	3
foulmouthed	10001000000	2
misinformer	10010100010	4
preinjurious	100101010100	5
motherliness	100010101000	4
well-polished	1000010010000	3
country	1000100	2
pyrrhic	1001000	2
pietistical	10110010100	5
amazedness	1100101000	4
scientistically	100101001010010	6
caryatic	10011010	4
stupefacient	100101010000	4
philanthropized	100100100010000	4
incredulously	1010001100010	5
diabasic	10110100	4
subumbonate	10010101000	4
edgier	100110	3
examining	101010100	4
serviette	100101000	3
unrenunciable	1010100101100	6
prosaicness	10010101000	4
roscius	1001010	3
bizerta	1010010	3
papula	100110	3
rauwolfia	100100101	4
thereabouts	10000110000	3
modulated	100110010	4
coexist	1010100	3
ureterointestinal	11010011010010100	8
devitrified	10100101000	4
stomatoplasty	1000110100010	5
necrophilia	10010100011	5
axiology	10110110	5
zingaro	1001010	3
pistole	1001000	2
precriticize	100100011000	4
aerology	10010110	4
moderately	1001010010	4
unfarcical	1010010100	4
basketry	10010010	3
stomachic	100100010	3
sylvan	100100	2
goncharov	100100100	3
reirrigating	101010100100	5
sherod	100010	2
sugg	1000	1
associate	101010100	4
hypohydrochloria	1010101001000101	7
vaudeville	1000010000	2
contredanse	10010010000	3
perdifume	100101000	3
overcharitable	11001000110100	6
bromised	10010000	2
sportswoman	10000010010	3
water	10100	2
fertilizer	1001010010	4
pro-soviet	1000101010	4
subinflammation	100101000101000	5
crowner	1000010	2
change-ringing	10000001000100	3
hitherto	10001010	3
whereafter	1000010100	3
exteroceptor	101001100100	5
twistingly	1000010010	3
phlegmatic	1000010010	3
insensible	1010010100	4
attractableness	101000011001000	5
cartographic	100101000010	4
convergent	1001001000	3
elongative	1100101000	4
nonscience	1001001000	3
gerard	101000	2
fireflaught	10001000000	2
deistically	10101010010	5
consultum	100100100	3
hypoendocrinia	10101010100011	7
widows-cross	100100010000	3
daringly	10010010	3
overgilt	11001000	3
autoplasty	1010100010	4
cooly	10001	2
saccharometer	1001001001100	5
sheephead	100001000	2
tuberculoid	10100101000	4
albumin	1010100	3
corn-picker	10000100010	3
predeposit	1001010010	4
embouchure	1010010000	3
motorizing	1010010100	4
attitudinising	10101010100100	6
uzbeg	10100	2
destaing	10010000	2
nonseclusion	100101001000	4
photostatically	100101000110010	6
frdric	101100	3
julianne	10101000	3
freyr	10000	1
quasi-sarcastically	1001001001001010010	7
reconsider	1010010010	4
scour	10000	1
seventy-nine	100101001000	4
amazedly	11001010	4
anticensorship	10101001001000	5
gantlet	1000100	2
decimalize	1001100100	4
buteshire	100010000	2
collection	1001001000	3
unsystematising	101001001100100	6
stoop	10000	1
foamflower	1000100010	3
fornicated	1001010010	4
freestyle	100010000	2
bazar	10100	2
spanish-american	1000100011001100	6
wangan	100100	2
rappist	1000100	2
outsell	1001000	2
unretributive	1010100011000	5
clomb	10000	1
rash	1000	1
unholiness	1010101000	4
charcoal	10001000	2
refused	1010000	2
ndo-china	110010010	4
hemingway	100100100	3
applaudingly	101000010010	4
nemoricole	1010011000	4
donatistic	1001100100	4
instigating	10100100100	4
cobaltine	101000100	3
emmie	10100	2
breakneck	100001000	2
dusehra	1010100	3
hypophloeodic	1010100001100	5
encourager	1010001010	4
rascality	100100110	4
swashingly	1000010010	3
cermet	100100	2
statism	1000100	2
reinstatement	1010100001000	4
frowziest	100001100	3
superaffusion	1010010101000	5
unaccosted	1010100010	4
curstness	100001000	2
predispositional	1001001010100010	6
laplace	1010000	2
enculturation	1010010101000	5
insectaries	10100100100	4
phillips	10001000	2
borah	10100	2
fungicide	100101000	3
songka	100010	2
african	1010100	3
ron-guard	100010000	3
malkin	100100	2
heavy-hearted	1000101000010	4
canes	10100	2
misdefine	100101000	3
presurvey	100100100	3
underlying	1010010100	4
witticism	100101000	3
enlivener	101001010	4
generalizer	10010101010	5
alimony	1011010	4
antioxygenation	101010110011000	7
glucidic	10010010	3
huguenotic	1010010010	4
oversimpleness	11001001001000	5
entryway	10100100	3
staminodium	10001101010	5
schmaltzy	100000001	2
self-reformation	1000010010101000	5
keynes	100000	1
predadated	1001010010	4
flamb	10001	2
proportionableness	100100100011001000	6
foulard	1001000	2
weymouth	10010000	2
induration	1010101000	4
intriguingly	101001000010	4
sermonize	100100100	3
popover	1001100	3
couvade	1001000	2
half-intoxicated	1000010100110010	6
mhrisch-ostrau	10100000101000	4
ocellate	10101000	3
scutcheonlike	1000100001000	3
pleasantville	1000010010000	3
sevens	100100	2
straitness	1000001000	2
ecclesia	10100101	4
aesculapius	10010101010	5
logography	1010010100	4
baronetize	1001010100	4
nonindexed	1001010000	3
pretestify	1001001010	4
roxie	10010	2
ctesius	1001010	3
excoriation	10101011000	5
rename	101000	2
unphased	10100000	2
spaceman	10000100	2
swigger	1000100	2
madwoman	10010010	3
externalized	101001001000	4
pickier	1000110	3
coronership	10011001000	4
unreportorial	1010010101010	6
uromeric	11010010	4
abbs	1010	2
hymenaeus	101010010	4
deaf-mutism	10000100100	3
regrettable	10100010100	4
poco	1010	2
heavenliness	100010101000	4
portuguese	1001010000	3
releveling	1010010100	4
bilobed	1010000	2
heel	1000	1
lever	10010	2
kurd	1000	1
millionnaire	100100010000	3
unfence	1010000	2
amoroso	1101010	4
rider	10010	2
noneroded	100110010	4
various	1001100	3
grafter	1000010	2
arrears	1010000	2
gelugpa	1010010	3
writing	1000100	2
posit	10010	2
inborn	101000	2
ha-ha	10010	2
alfilaria	101001101	5
gedaliah	10011010	4
grievedly	100001010	3
once	1000	1
recapturing	10100100100	4
esthetically	101000110010	5
unallowed	101010000	3
plentiful	100010100	3
aryballi	10110010	4
unsententious	1010010010000	4
roselle	1010000	2
overexpand	1100101000	4
marcelled	100100000	2
footloose	100010000	2
intersexualism	10100100110100	6
fishermans	1000101000	3
newspaper	100010100	3
pituitaries	10101100100	5
zincate	1001000	2
skean	10000	1
headledge	100010000	2
pneumonia	100010100	3
self-provision	10000100101000	4
ribaldly	10010010	3
undaubed	10100000	2
self-absorption	100001010001000	4
panoramic	100110010	4
prefertilization	1001001010101000	6
violational	10110100010	5
spelter	1000100	2
kranach	1001000	2
haemocyte	100101000	3
dodderer	10010010	3
precontentment	10010010001000	4
grubstaker	1000100010	3
subtle	100100	2
countrypeople	1000100100100	4
unrespectful	101010000100	4
sapir	10100	2
statistical	10010010100	4
semidefensive	1001101001000	5
syphilologist	1000110011000	5
predelineate	100101001100	5
reantagonize	101010011000	5
jagless	1001000	2
well-aroused	100001100000	3
rattier	1001010	3
cilice	100100	2
resolutely	1001100010	4
antntonioni	10001010110	5
anatomizing	11001100100	5
perturbatious	1001001010000	4
antiromanticism	101010100101000	6
heedless	10001000	2
walterboro	1001001001	4
minyas	100110	3
hoptoad	1001000	2
nonmicrobic	10010100100	4
odra	1010	2
preterlegal	10010010100	4
vox	100	1
almightily	1010000110	4
unassumingness	10101001001000	5
parabasis	101001100	4
nonvenomous	10010010100	4
chomp	10000	1
knitted	1000100	2
subequilateral	10011001001010	6
tumbler	1001000	2
humdrum	1001000	2
nil	100	1
unschizoid	1010000100	3
thorndike	100001000	2
escalading	1010100100	4
tippiest	10010100	3
assagaiing	1010100100	4
adabelle	11010000	3
piratically	10100110010	5
distributional	10010010100010	5
unmutualized	101010101000	5
coligny	1010100	3
falstaffian	10010000100	3
proposal	10010100	3
behan	10100	2
cheesewood	1000001000	2
kabaka	101010	3
outvaunt	10010000	2
holystoned	1010100000	3
humdrumness	10010001000	3
angkor	100100	2
postpharyngal	1000100100100	4
stipular	10001100	3
disentwining	100101000100	4
photopic	10010010	3
pompeian	10010100	3
stickweed	100001000	2
roddy	10010	2
triangle	10010100	3
gratulant	100011000	3
luxuriously	10011010010	5
pennate	1001000	2
spruiker	10000010	2
tippler	1001000	2
gradable	10001100	3
neurophysiologically	10010100011100110010	9
prelims	1001000	2
uncirculating	1010010100100	5
partible	10001100	3
unsensed	10100000	2
cosmicality	10010100110	5
agnew	10100	2
divorceable	10100001100	4
cocainization	1010001101000	5
signorelli	1010010010	4
amory	11010	3
mycostat	10101000	3
palaeogene	1001011000	4
preportray	1001001000	3
uredium	1101010	4
thrombus	10000100	2
gopher	101000	2
trope	10000	1
sauncier	10001010	3
eudemonistic	101010010100	5
promontory	1000101010	4
kingmaker	100010010	3
sevastopol	1010010100	4
thymier	1000110	3
feetfirst	100010000	2
omnium-gatherum	101010010001010	6
ushabtiu	11000101	4
allantoic	101001010	4
theban	100100	2
rutaceous	101010000	3
grouts	100000	1
homoiothermal	1010011000100	5
surfaceless	10010001000	3
carbolising	10010100100	4
latitia	1010100	3
threadbare	1000001000	2
unroaming	101000100	3
bugle	10100	2
nellemilia	1000010100	3
skateable	100001100	3
hierocracy	1010101010	5
trenchantly	10000010010	3
schizocarpic	100001100100	4
xerophagy	101000110	4
stoichiometric	10001001100100	5
reportorial	10100101010	5
billeting	100100100	3
esperantist	10101001000	4
talianately	10010010010	5
touchwood	100001000	2
amon-ra	1100010	3
cavea	10101	3
three-master	100000100010	3
self-controlling	1000010010001000	4
vald	1001	2
hospitableness	10010101001000	5
rangiest	10001100	3
reauthorizing	1010100010100	5
undiffractive	1010010001000	4
wedgiest	10001100	3
amphigenous	10100011000	4
scotti	100010	2
pipeclay	10001000	2
chrysoberyl	10000110010	4
galyak	100100	2
hyperconfident	10100100101000	5
larn	1000	1
slippage	10001000	2
unlegible	101001100	4
nejd	1000	1
undervaulting	1010010000100	4
assigner	10100010	3
tenebrist	100110000	3
yawnfully	100010010	3
daredevilry	10001001010	4
outsliding	1001000100	3
unchipped	101000000	2
historiography	10010101010100	6
luxation	10011000	3
preexecute	1001011000	4
bearer	100010	2
parnassian	1001001010	4
hemiopia	10011101	5
oligarchic	1011001000	4
lubritorium	10100101010	5
emory	10110	3
tumming	1001000	2
manawyddan	1001100100	4
blackishness	100001001000	3
unsusceptibility	1010010010100110	7
fibrositis	1010010100	4
three-day	100000100	2
self-amusement	10000110001000	4
tressure	10001000	2
windflaw	10001000	2
quarry	100010	2
adventuresomely	101001000100010	5
sickbay	1000100	2
seedier	1000110	3
talianized	1001001000	4
orthoptic	101000100	3
intermatted	10100100100	4
anorak	110100	3
campeador	100101100	4
karlovy	1001010	3
highwayman	1000100100	3
vixenly	1001010	3
wordsmith	100010000	2
precalculating	10010010100100	5
nidifugous	1010011000	4
papistically	101001010010	5
dement	101000	2
prerevenged	10010100000	3
staminody	100011010	4
nemean	101010	3
horseshoeing	100001000100	3
hognut	100100	2
nonwavering	10010010100	4
bedivere	10011000	3
craftworker	10000100010	3
muhammadan	1010010010	4
frisket	1000010	2
prejudiced	1000110000	3
laboredness	10100001000	3
transpire	100010000	2
either-or	101000010	3
sphygmus	10000100	2
calicoed	10011000	3
quasi-admired	1001001010000	4
banteringly	10010010010	4
duel	1010	2
inflective	1010001000	3
reoxidising	10101100100	5
aesthesis	100100100	3
reoperating	10101010100	5
hyperlactation	10100100101000	5
dicoumarol	1010010100	4
gallipot	10010100	3
mumps	10000	1
ingate	101000	2
ungrindable	10100001100	4
well-laundered	10000100010000	3
civilising	1001100100	4
reinoculating	1010101100100	6
ruthenian	101001010	4
subsellia	100100101	4
postarytenoid	1000101101000	5
vineless	10001000	2
copyholder	1001100010	4
trailblazing	100001000100	3
pseudoapoplectical	100010101100010100	7
agrotera	11001010	4
honolulu	10011010	4
overplenteous	1100100010100	5
host	1000	1
consolidating	1001001100100	5
lilies	100100	2
copycatting	10011001000	4
tailpipe	10001000	2
transcendentally	1000100010010010	5
perpetuable	10010011100	5
scrim	10000	1
voteless	10001000	2
prosaic	1001010	3
restock	1010000	2
fates	10000	1
kilung	101000	2
hogarth	1010000	2
convolvement	100100001000	3
shole	10000	1
subdie	100100	2
mango-squash	100100100000	3
arte	1100	2
hydraemia	101000101	4
damaging	10010100	3
anatomize	110011000	4
protoxylem	1001010100	4
cohabitation	101001101000	5
rightish	10000100	2
distorted	100100010	3
unaverred	101100000	3
brush	10000	1
basso-relievo	1001001010010	5
terceira	10010010	3
mediastinal	10101010100	5
overlascivious	11001001001100	6
parodical	101001100	4
oilier	100110	3
pyromancy	101010010	4
hunger	100100	2
mindszenty	1000100010	3
nonirritating	1001010100100	5
sabina	101010	3
waldenses	100100100	3
papandreou	1010010010	4
unempoisoned	101010010000	4
money	10010	2
pelorized	100110000	3
overexpectant	1100101000100	5
postconsonantal	100010010100100	5
proabolitionist	100101101000100	6
hesitating	1001100100	4
inadvertency	101010001010	5
bulbul	100100	2
homologising	101001100100	5
manic	10010	2
which	10000	1
moabitess	101100100	4
brownnosed	1000010000	2
natch	10000	1
victorian	100101010	4
aflame	110000	2
acanthaceous	101010010000	4
nonclassified	1001000101000	4
sermonizing	10010010100	4
unprotrudent	101001000100	4
sprinkler	100001000	2
unbeckoned	1010001000	3
nglewood	11001000	3
libelous	10100100	3
bedbug	100100	2
modus	10100	2
peck	1000	1
handling	10010000	2
legnica	1001010	3
apomictical	10110010100	5
kittel	100100	2
kona	1010	2
insupportable	1010010001100	5
rabot	10010	2
pindus	100100	2
remitted	10100100	3
synodic	1001010	3
misadvised	1001010000	3
well-referred	1000010100000	3
ballplayer	1000100010	3
theroid	1001000	2
stainful	10000100	2
unobese	1011000	3
fengtien	10001000	2
hessite	1000100	2
misapprehensiveness	1001010010010001000	6
wanning	1001000	2
rammishness	10010001000	3
homogenetic	10101010010	5
frenzied	10001000	2
collied	1001000	2
helvtius	10011000	3
heitiki	1001010	3
unlace	101000	2
kinshasa	10010010	3
machinated	1000110010	4
well-recorded	1000010100010	4
aliveness	110001000	3
sphacelism	1000011000	3
unbonnet	10100100	3
oidia	11011	4
looney	100010	2
insurance	101001000	3
phonematic	1001010010	4
unstraying	1010000100	3
floeberg	10001000	2
patientless	10100001000	3
ameiotic	11001010	4
lorrie	100100	2
vitra	10010	2
debatingly	1010010010	4
temuco	101010	3
antinatural	10101001100	5
velvetiness	10010011000	4
pactum	100100	2
interaural	1010010100	4
unswapped	101000000	2
underprizing	101001000100	4
tafia	10011	3
chronically	10000110010	4
promise	1000100	2
swindle	1000100	2
eudorus	1010100	3
uxorial	1011010	4
vapourized	1010001000	3
korma	10010	2
phlebotomization	1000100110101000	6
plos	1100	2
pryingness	1001001000	3
ratiocinated	101010110010	6
townes	100000	1
convictable	10010001100	4
ranvier	1001010	3
bewick	100100	2
unweighed	101000000	2
leisure	1001000	2
nigfishes	100100010	3
platies	1000100	2
yellows	1001000	2
devonian	10101010	4
exuberance	1011001000	4
ribera	101010	3
quibbling	100010000	2
scopeless	100001000	2
moralizing	1001010100	4
sonny	10010	2
ghoul	10000	1
francaise	100010000	2
nonconvivial	100100100110	5
medullated	1001010010	4
saunder	1000100	2
hoarhound	100010000	2
habile	100100	2
nonreparation	1001001101000	5
pipingly	10010010	3
clausula	10001010	3
argil	10100	2
epizoon	1011010	4
semiheretical	1001101001100	6
